tkid,place,lat,lon,impact,description_en,description_ru,link1,link1Time,link2,link2Time,link3,link3Time,tag
309,kapchygai,39.88387823,70.52719655,privateprop,,,https://youtu.be/raWjX-jtYkU?t=508,508.0,,,,,socialmedia
310,kapchygai,39.88459946,70.52483435,privateprop,,,,,,,,,satellite
311,kapchygai,39.88523408,70.5247663,privateprop,,,,,,,,,satellite
312,kapchygai,39.88424317,70.52568353,privateprop,,,,,,,,,satellite
313,kapchygai,39.88392129,70.52612232,privateprop,,,,,,,,,satellite
314,kapchygai,39.88432528,70.52696981,privateprop,,,,,,,,,satellite
315,kapchygai,39.88470559,70.52660934,privateprop,,,https://youtu.be/raWjX-jtYkU?t=433,433.0,,,,,socialmedia
316,kapchygai,39.88490929,70.52643583,privateprop,,,https://youtu.be/raWjX-jtYkU?t=433,433.0,,,,,socialmedia
317,kapchygai,39.88540305,70.52581892,privateprop,,,,,,,,,satellite
318,kapchygai,39.88545331,70.52528254,privateprop,,,,,,,,,satellite
319,kapchygai,39.886526,70.52592232,privateprop,,,,,,,,,satellite
320,kapchygai,39.88611851,70.52552659,privateprop,,,,,,,,,satellite
321,kapchygai,39.88592877,70.52519855,privateprop,,,https://youtu.be/R9T8VIYCS7Q?t=9,9.0,,,,,socialmedia
322,kapchygai,39.88677415,70.52545611,privateprop,,,,,,,,,satellite
323,kapchygai,39.88661374,70.52450845,privateprop,,,,,,,,,satellite
324,kapchygai,39.88750903,70.52500163,privateprop,,,,,,,,,satellite
325,kapchygai,39.88592927,70.52336646,privateprop,,,,,,,,,satellite
326,kapchygai,39.88669396,70.52348393,privateprop,,,,,,,,,satellite
327,kapchygai,39.88663668,70.52303151,privateprop,,,,,,,,,satellite
328,kapchygai,39.88649778,70.52406105,privateprop,,,,,,,,,satellite
329,kapchygai,39.88703512,70.52274046,privateprop,,,,,,,,,satellite
330,kapchygai,39.88744889,70.52254855,privateprop,,,,,,,,,satellite
331,kapchygai,39.88780044,70.52350222,privateprop,,,,,,,,,satellite
332,kapchygai,39.88790604,70.52211135,privateprop,,,,,,,,,satellite
333,kapchygai,39.88848094,70.52453897,privateprop,,,,,,,,,satellite
334,kapchygai,39.88840543,70.52477936,privateprop,,,,,,,,,satellite
335,kapchygai,39.88839081,70.52394164,privateprop,,,,,,,,,satellite
336,kapchygai,39.88840414,70.52164058,privateprop,,,,,,,,,satellite
337,ak-sai,39.87725795,70.51755184,privateprop,,,,,,,,,satellite
338,ak-sai,39.88063434,70.50906685,privateprop,,,,,,,,,satellite
339,ak-sai,39.88034002,70.50918563,privateprop,,,,,,,,,satellite
340,ak-sai,39.88020632,70.51002711,privateprop,,,,,,,,,satellite
341,ak-sai,39.87975189,70.50982713,privateprop,,,,,,,,,satellite
342,ak-sai,39.87622164,70.51416929,privateprop,,,,,,,,,satellite
343,ak-sai,39.87593529,70.51425532,privateprop,,,,,,,,,satellite
344,ak-sai,39.8766665,70.51369755,privateprop,,,,,,,,,satellite
345,ak-sai,39.87697956,70.51590204,privateprop,,,,,,,,,satellite
346,ak-sai,39.87804429,70.51132741,privateprop,,,,,,,,,satellite
347,ak-sai,39.8801301,70.51127992,privateprop,,,,,,,,,satellite
348,ak-sai,39.87759407,70.51842169,privateprop,,,https://youtu.be/raWjX-jtYkU?t=677,677.0,,,,,socialmedia
349,ak-sai,39.8778463,70.51901979,privateprop,,,,,,,,,satellite
350,ak-sai,39.87797712,70.51937287,privateprop,,,,,,,,,satellite
351,ak-sai,39.87809773,70.519655,privateprop,,,,,,,,,satellite
352,ak-sai,39.87820358,70.51989912,privateprop,,,,,,,,,satellite
353,ak-sai,39.87705655,70.51707957,privateprop,,,,,,,,,satellite
354,ak-sai,39.8784035,70.52041787,privateprop,,,,,,,,,satellite
355,ak-sai,39.87923739,70.52023364,privateprop,,,,,,,,,satellite
356,ak-sai,39.87940467,70.51987163,privateprop,,,,,,,,,satellite
357,ak-sai,39.87959586,70.51954428,privateprop,,,,,,,,,satellite
358,ak-sai,39.87891103,70.52062506,privateprop,,,,,,,,,satellite
359,ak-sai,39.87871135,70.52102486,privateprop,,,,,,,,,satellite
360,ak-sai,39.87957416,70.51852779,privateprop,,,https://youtu.be/raWjX-jtYkU?t=711,711.0,,,,,socialmedia
361,ak-sai,39.87897205,70.51843918,privateprop,,,,,,,,,satellite
362,ak-sai,39.8784482,70.51801344,civinfra,School,,https://t.me/seychas_kg/13359,,https://sputnik.kg/img/07e6/09/13/1068067083_0:0:3072:2048_600x0_80_0_1_38501ebaba72e31c911651ae4a495047.jpg.webp,,https://youtu.be/raWjX-jtYkU?t=645,645.0,socialmedia
363,ak-sai,39.87967589,70.52223453,privateprop,,,,,,,,,satellite
364,ak-sai,39.87942059,70.52196312,privateprop,,,,,,,,,satellite
365,ak-sai,39.8792243,70.52181786,privateprop,,,,,,,,,satellite
366,ak-sai,39.87926583,70.52086646,privateprop,,,,,,,,,satellite
367,ak-sai,39.87916296,70.52107228,privateprop,,,,,,,,,satellite
368,ak-sai,39.87905071,70.521279,privateprop,,,,,,,,,satellite
369,ak-sai,39.87892236,70.52152107,privateprop,,,,,,,,,satellite
370,ak-sai,39.87971354,70.52017344,privateprop,,,,,,,,,satellite
371,ak-sai,39.88070864,70.51523636,privateprop,,,,,,,,,satellite
372,ak-sai,39.87997353,70.51542404,privateprop,,,,,,,,,satellite
373,ak-sai,39.87902336,70.51576918,privateprop,,,,,,,,,satellite
374,ak-sai,39.87926479,70.5159773,privateprop,,,,,,,,,satellite
375,ak-sai,39.87981398,70.51667413,civinfra,Kindergarten,,,,,,,,satellite
376,ak-sai,39.88049904,70.51799712,privateprop,,,,,,,,,satellite
377,ak-sai,39.88031746,70.51787142,privateprop,,,https://youtu.be/raWjX-jtYkU?t=711,711.0,,,,,socialmedia
378,ak-sai,39.88018717,70.51765711,privateprop,,,https://youtu.be/raWjX-jtYkU?t=711,711.0,,,,,socialmedia
379,ak-sai,39.88026017,70.51542572,privateprop,,,,,,,,,satellite
380,ak-sai,39.88109642,70.51511862,privateprop,,,,,,,,,satellite
381,ak-sai,39.88111373,70.51474484,privateprop,,,,,,,,,satellite
382,ak-sai,39.88058671,70.51865687,privateprop,,,,,,,,,satellite
383,ak-sai,39.88248938,70.51896474,privateprop,,,,,,,,,satellite
384,ak-sai,39.89542982,70.50530184,privateprop,Chicken farm,,https://eurasianet.org/sites/default/files/styles/article/public/2022-10/Photo_6553723_DJI_123_jpg_5279256_0_2022921143934_photo_original-01.jpeg?itok=-PPQ82wm,,,,,,socialmedia
385,ak-sai,39.88053494,70.51676853,privateprop,,,https://youtu.be/raWjX-jtYkU?t=661,661.0,,,,,socialmedia
386,vorukh,39.87669721,70.52428464,privateprop,,,,,,,,,satellite
387,kok-terek,39.9572414,70.51522964,privateprop,,,,,,,,,satellite
388,kok-terek,39.96003911,70.52037155,privateprop,,,,,,,,,satellite
389,kok-terek,39.96104967,70.5202376,privateprop,,,,,,,,,satellite
390,kok-terek,39.96124584,70.52064893,privateprop,,,,,,,,,satellite
391,kok-terek,39.96068691,70.52094348,privateprop,,,,,,,,,satellite
392,kok-terek,39.96080887,70.52114368,privateprop,,,,,,,,,satellite
393,kok-terek,39.96102831,70.52143986,privateprop,,,,,,,,,satellite
394,kok-terek,39.96169198,70.52174942,privateprop,,,,,,,,,satellite
395,kok-terek,39.96141832,70.5222517,privateprop,,,,,,,,,satellite
396,kok-terek,39.96186864,70.52233596,privateprop,,,,,,,,,satellite
397,kok-terek,39.96192477,70.52283975,privateprop,,,,,,,,,satellite
398,kok-terek,39.96207094,70.52302511,privateprop,,,,,,,,,satellite
399,kok-terek,39.96213634,70.52354219,privateprop,,,,,,,,,satellite
400,kok-terek,39.94871735,70.51476946,privateprop,,,,,,,,,satellite
401,kok-terek,39.95095581,70.5163684,privateprop,,,,,,,,,satellite
402,kok-terek,39.95087885,70.51720161,privateprop,,,,,,,,,satellite
