tkid,place,lat,lon,impact,description_en,description_ru,link1,link1Time,link2,link2Time,link3,link3Time,tag
311,ak-sai,39.87720994,70.49844927,privateprop,,,,,,,,,satellite
312,ak-sai,39.87739515,70.49883868,privateprop,,,,,,,,,satellite
313,ak-sai,39.87716061,70.49899023,privateprop,,,,,,,,,satellite
314,ak-sai,39.87693618,70.49859977,privateprop,,,,,,,,,satellite
315,ak-sai,39.87688965,70.49907554,privateprop,,,,,,,,,satellite
316,ak-sai,39.87667114,70.49921547,privateprop,,,,,,,,,satellite
317,ak-sai,39.87638416,70.49892101,privateprop,,,,,,,,,satellite
318,ak-sai,39.87608113,70.49907004,privateprop,,,,,,,,,satellite
319,ak-sai,39.87668076,70.49763007,privateprop,,,,,,,,,satellite
320,ak-sai,39.87620099,70.49751763,privateprop,,,,,,,,,satellite
321,ak-sai,39.87646891,70.49629721,privateprop,,,,,,,,,satellite
322,ak-sai,39.87595331,70.49653744,privateprop,,,,,,,,,satellite
323,ak-sai,39.87564101,70.49680333,privateprop,,,,,,,,,satellite
324,ak-sai,39.8749494,70.4968896,privateprop,,,,,,,,,satellite
325,ak-sai,39.87966573,70.50156069,privateprop,,,,,,,,,satellite
326,ak-sai,39.88089957,70.50518298,privateprop,,,,,,,,,satellite
327,ak-sai,39.88068133,70.50592668,privateprop,,,,,,,,,satellite
328,ak-sai,39.88072473,70.50641148,privateprop,,,,,,,,,satellite
329,ak-sai,39.88102534,70.50718369,privateprop,,,,,,,,,satellite
330,ak-sai,39.88159975,70.50679221,privateprop,,,,,,,,,satellite
331,ak-sai,39.87275282,70.50609297,privateprop,,,,,,,,,satellite
332,ak-sai,39.87430765,70.51233073,privateprop,,,,,,,,,satellite
298,ak-sai,39.87725795,70.51755184,privateprop,,,,,,,,,satellite
299,ak-sai,39.88063434,70.50906685,privateprop,,,,,,,,,satellite
300,ak-sai,39.88034002,70.50918563,privateprop,,,,,,,,,satellite
301,ak-sai,39.88020632,70.51002711,privateprop,,,,,,,,,satellite
302,ak-sai,39.87975189,70.50982713,privateprop,,,,,,,,,satellite
303,ak-sai,39.87622164,70.51416929,privateprop,,,,,,,,,satellite
304,ak-sai,39.87593529,70.51425532,privateprop,,,,,,,,,satellite
305,ak-sai,39.8766665,70.51369755,privateprop,,,,,,,,,satellite
306,ak-sai,39.87697956,70.51590204,privateprop,,,,,,,,,satellite
307,ak-sai,39.87804429,70.51132741,privateprop,,,,,,,,,satellite
308,ak-sai,39.8801301,70.51127992,privateprop,,,,,,,,,satellite
309,ak-sai,39.87759407,70.51842169,privateprop,,,https://youtu.be/raWjX-jtYkU?t=677,677.0,,,,,socialmedia
310,ak-sai,39.8778463,70.51901979,privateprop,,,,,,,,,satellite
311,ak-sai,39.87797712,70.51937287,privateprop,,,,,,,,,satellite
312,ak-sai,39.87809773,70.519655,privateprop,,,,,,,,,satellite
313,ak-sai,39.87820358,70.51989912,privateprop,,,,,,,,,satellite
314,ak-sai,39.87705655,70.51707957,privateprop,,,,,,,,,satellite
315,ak-sai,39.8784035,70.52041787,privateprop,,,,,,,,,satellite
316,ak-sai,39.87923739,70.52023364,privateprop,,,,,,,,,satellite
317,ak-sai,39.87940467,70.51987163,privateprop,,,,,,,,,satellite
318,ak-sai,39.87959586,70.51954428,privateprop,,,,,,,,,satellite
319,ak-sai,39.87891103,70.52062506,privateprop,,,,,,,,,satellite
320,ak-sai,39.87871135,70.52102486,privateprop,,,,,,,,,satellite
321,ak-sai,39.87957416,70.51852779,privateprop,,,https://youtu.be/raWjX-jtYkU?t=711,711.0,,,,,socialmedia
322,ak-sai,39.87897205,70.51843918,privateprop,,,,,,,,,satellite
323,ak-sai,39.8784482,70.51801344,civinfra,School,Школа,https://t.me/seychas_kg/13359,,https://sputnik.kg/img/07e6/09/13/1068067083_0:0:3072:2048_600x0_80_0_1_38501ebaba72e31c911651ae4a495047.jpg.webp,,https://youtu.be/raWjX-jtYkU?t=645,645.0,socialmedia
324,ak-sai,39.87967589,70.52223453,privateprop,,,,,,,,,satellite
325,ak-sai,39.87942059,70.52196312,privateprop,,,,,,,,,satellite
326,ak-sai,39.8792243,70.52181786,privateprop,,,,,,,,,satellite
327,ak-sai,39.87926583,70.52086646,privateprop,,,,,,,,,satellite
328,ak-sai,39.87916296,70.52107228,privateprop,,,,,,,,,satellite
329,ak-sai,39.87905071,70.521279,privateprop,,,,,,,,,satellite
330,ak-sai,39.87892236,70.52152107,privateprop,,,,,,,,,satellite
331,ak-sai,39.87971354,70.52017344,privateprop,,,,,,,,,satellite
332,ak-sai,39.88070864,70.51523636,privateprop,,,,,,,,,satellite
333,ak-sai,39.87997353,70.51542404,privateprop,,,,,,,,,satellite
334,ak-sai,39.87902336,70.51576918,privateprop,,,,,,,,,satellite
335,ak-sai,39.87926479,70.5159773,privateprop,,,,,,,,,satellite
336,ak-sai,39.87981398,70.51667413,civinfra,Kindergarten,Детский сад,,,,,,,satellite
337,ak-sai,39.88049904,70.51799712,privateprop,,,,,,,,,satellite
338,ak-sai,39.88031746,70.51787142,privateprop,,,https://youtu.be/raWjX-jtYkU?t=711,711.0,,,,,socialmedia
339,ak-sai,39.88018717,70.51765711,privateprop,,,https://youtu.be/raWjX-jtYkU?t=711,711.0,,,,,socialmedia
340,ak-sai,39.88026017,70.51542572,privateprop,,,,,,,,,satellite
341,ak-sai,39.88109642,70.51511862,privateprop,,,,,,,,,satellite
342,ak-sai,39.88111373,70.51474484,privateprop,,,,,,,,,satellite
343,ak-sai,39.88058671,70.51865687,privateprop,,,,,,,,,satellite
344,ak-sai,39.88248938,70.51896474,privateprop,,,,,,,,,satellite
345,ak-sai,39.89542982,70.50530184,privateprop,Chicken farm,Куриная ферма,https://eurasianet.org/sites/default/files/styles/article/public/2022-10/Photo_6553723_DJI_123_jpg_5279256_0_2022921143934_photo_original-01.jpeg?itok=-PPQ82wm,,,,,,socialmedia
346,ak-sai,39.88053494,70.51676853,privateprop,,,https://youtu.be/raWjX-jtYkU?t=661,661.0,,,,,socialmedia
347,vorukh,39.87669721,70.52428464,privateprop,,,,,,,,,satellite
348,kok-tash,39.9572414,70.51522964,privateprop,,,,,,,,,satellite
349,kok-tash,39.96003911,70.52037155,privateprop,,,,,,,,,satellite
350,kok-tash,39.96104967,70.5202376,privateprop,,,,,,,,,satellite
351,kok-tash,39.96124584,70.52064893,privateprop,,,,,,,,,satellite
352,kok-tash,39.96068691,70.52094348,privateprop,,,,,,,,,satellite
353,kok-tash,39.96080887,70.52114368,privateprop,,,,,,,,,satellite
354,kok-tash,39.96102831,70.52143986,privateprop,,,,,,,,,satellite
355,kok-tash,39.96169198,70.52174942,privateprop,,,,,,,,,satellite
356,kok-tash,39.96141832,70.5222517,privateprop,,,,,,,,,satellite
357,kok-tash,39.96186864,70.52233596,privateprop,,,,,,,,,satellite
358,kok-tash,39.96192477,70.52283975,privateprop,,,,,,,,,satellite
359,kok-tash,39.96207094,70.52302511,privateprop,,,,,,,,,satellite
360,kok-tash,39.96213634,70.52354219,privateprop,,,,,,,,,satellite
361,kok-tash,39.94871735,70.51476946,privateprop,,,,,,,,,satellite
362,kok-tash,39.95095581,70.5163684,privateprop,,,,,,,,,satellite
363,kok-tash,39.95087885,70.51720161,privateprop,,,,,,,,,satellite
